v,vw,o,c,h,l,t,n,date
136774269.0,235.5195,239.49,233.59,240.88,230.96,1700110800000,1390500,2023-11-16 05:00:00
142766234.0,233.2793,232.0,234.3,237.39,226.54,1700197200000,1376656,2023-11-17 05:00:00
116562402.0,234.2284,234.04,235.6,237.1,231.02,1700456400000,1218181,2023-11-20 05:00:00
122248300.0,240.8894,235.04,241.2,243.62,233.34,1700542800000,1216429,2023-11-21 05:00:00
118117078.0,234.7311,242.04,234.21,244.01,231.4,1700629200000,1286800,2023-11-22 05:00:00
65125203.0,236.3998,233.75,235.45,238.75,232.33,1700802000000,738517,2023-11-24 05:00:00
112031163.0,235.6226,236.89,236.08,238.33,232.1,1701061200000,1163102,2023-11-27 05:00:00
148549913.0,241.1269,236.68,246.72,247.0,234.01,1701147600000,1509707,2023-11-28 05:00:00
135380335.0,248.0515,249.21,244.14,252.75,242.76,1701234000000,1385359,2023-11-29 05:00:00
132353076.0,240.6912,245.14,240.08,245.22,236.91,1701320400000,1269308,2023-11-30 05:00:00
121303661.0,236.4795,233.14,238.83,240.19,231.9,1701406800000,1293932,2023-12-01 05:00:00
104088317.0,236.4293,235.75,235.58,239.3733,233.2902,1701666000000,1093633,2023-12-04 05:00:00
137964815.0,241.0369,233.87,238.72,246.66,233.7,1701752400000,1293977,2023-12-05 05:00:00
126436179.0,243.3527,242.92,239.37,246.57,239.1709,1701838800000,1204150,2023-12-06 05:00:00
107142262.0,240.8987,241.55,242.64,244.08,236.98,1701925200000,1043183,2023-12-07 05:00:00
103123229.0,243.0075,240.27,243.84,245.27,239.2701,1702011600000,1036360,2023-12-08 05:00:00
97911388.0,240.1813,242.74,239.74,243.441,237.45,1702270800000,1127501,2023-12-11 05:00:00
95326563.0,235.8497,238.55,237.01,238.99,233.87,1702357200000,1060241,2023-12-12 05:00:00
146266957.0,233.8525,234.19,239.29,240.3,228.2,1702443600000,1443516,2023-12-13 05:00:00
160645939.0,248.748,241.22,251.05,253.88,240.79,1702530000000,1655399,2023-12-14 05:00:00
135857762.0,252.0408,251.21,253.5,254.13,248.3,1702616400000,1185363,2023-12-15 05:00:00
116388940.0,254.9377,253.78,252.08,258.74,251.36,1702875600000,1224002,2023-12-18 05:00:00
106690869.0,256.1921,253.48,257.22,258.3399,253.01,1702962000000,1030199,2023-12-19 05:00:00
125096987.0,254.4666,256.41,247.14,259.84,247.0,1703048400000,1274341,2023-12-20 05:00:00
109594227.0,252.0455,251.9,254.5,254.7999,248.55,1703134800000,1049924,2023-12-21 05:00:00
93368169.0,255.1771,256.76,252.54,258.22,251.37,1703221200000,971207,2023-12-22 05:00:00
86892382.0,256.3719,254.49,256.61,257.97,252.91,1703566800000,948750,2023-12-26 05:00:00
106481409.0,261.7265,258.35,261.44,263.34,257.52,1703653200000,1042993,2023-12-27 05:00:00
113619943.0,258.4918,263.66,253.18,265.13,252.71,1703739600000,1159565,2023-12-28 05:00:00
100891578.0,250.3555,255.1,248.48,255.19,247.43,1703826000000,1062988,2023-12-29 05:00:00
104654163.0,248.345,250.08,248.42,251.25,244.41,1704171600000,1177663,2024-01-02 05:00:00
121082599.0,239.8167,244.98,238.45,245.68,236.32,1704258000000,1273469,2024-01-03 05:00:00
102618283.0,240.2989,239.25,237.93,242.7,237.73,1704344400000,1001611,2024-01-04 05:00:00
92488939.0,237.8911,236.86,237.49,240.1196,234.9001,1704430800000,934668,2024-01-05 05:00:00
85163330.0,238.5962,236.14,240.45,241.25,235.3,1704690000000,970810,2024-01-08 05:00:00
96701528.0,234.7009,238.11,234.96,238.9646,232.04,1704776400000,1054998,2024-01-09 05:00:00
91612402.0,233.4978,235.1,233.94,235.5,231.29,1704862800000,937256,2024-01-10 05:00:00
105871212.0,227.6145,230.57,227.22,230.93,225.37,1704949200000,1265643,2024-01-11 05:00:00
122915812.0,220.383,220.08,218.89,225.34,217.1501,1705035600000,1419628,2024-01-12 05:00:00
114835186.0,219.4007,215.1,219.91,223.49,212.18,1705381200000,1357892,2024-01-16 05:00:00
103130830.0,213.906,214.86,215.55,215.67,212.01,1705467600000,1161983,2024-01-17 05:00:00
108560656.0,212.2767,216.88,211.88,217.45,208.74,1705554000000,1223035,2024-01-18 05:00:00
102120143.0,210.3968,209.99,212.19,213.19,207.56,1705640400000,1122838,2024-01-19 05:00:00
117952527.0,210.6795,212.26,208.8,217.8,206.27,1705899600000,1318218,2024-01-22 05:00:00
106537446.0,210.5223,211.3,209.14,215.65,207.7516,1705986000000,1091192,2024-01-23 05:00:00
123285962.0,208.6014,211.88,207.83,212.73,206.77,1706072400000,1478416,2024-01-24 05:00:00
197923887.0,185.1604,189.7,182.63,193.0,180.06,1706158800000,2719557,2024-01-25 05:00:00
107387389.0,183.981,185.5,183.25,186.78,182.1,1706245200000,1327741,2024-01-26 05:00:00
124961148.0,188.0719,185.63,190.93,191.48,183.67,1706504400000,1435688,2024-01-29 05:00:00
109965827.0,192.7975,195.33,191.59,196.3593,190.61,1706590800000,1288182,2024-01-30 05:00:00
103221430.0,189.738,186.995,187.29,193.97,185.8459,1706677200000,1144880,2024-01-31 05:00:00
91843275.0,187.2996,188.5,188.86,189.88,184.28,1706763600000,1047610,2024-02-01 05:00:00
110612672.0,185.0738,185.04,187.91,188.69,182.0,1706850000000,1270925,2024-02-02 05:00:00
133945447.0,179.9759,184.26,181.06,184.68,175.01,1707109200000,1633993,2024-02-05 05:00:00
122575954.0,183.3862,177.21,185.1,186.49,177.11,1707195600000,1204085,2024-02-06 05:00:00
111535217.0,187.173,188.18,187.58,189.79,182.68,1707282000000,1124191,2024-02-07 05:00:00
83034043.0,189.2636,189.0,189.56,191.6171,185.58,1707368400000,925084,2024-02-08 05:00:00
84476347.0,192.5072,190.18,193.57,194.12,189.48,1707454800000,967370,2024-02-09 05:00:00
95431097.0,190.5537,192.11,188.13,194.73,187.28,1707714000000,1166263,2024-02-12 05:00:00
86759478.0,184.2019,183.99,184.02,187.26,182.1087,1707800400000,1089659,2024-02-13 05:00:00
81202987.0,186.4091,185.3,188.71,188.89,183.35,1707886800000,924102,2024-02-14 05:00:00
120815962.0,195.9921,189.16,200.45,200.88,188.8595,1707973200000,1314343,2024-02-15 05:00:00
111346705.0,200.3373,202.06,199.95,203.17,197.4,1708059600000,1249787,2024-02-16 05:00:00
104537762.0,192.5316,196.13,193.76,198.6,189.13,1708405200000,1220065,2024-02-20 05:00:00
103844008.0,194.8469,193.36,194.77,199.44,191.95,1708491600000,1059381,2024-02-21 05:00:00
92739461.0,195.1994,194.0,197.41,198.32,191.36,1708578000000,1017519,2024-02-22 05:00:00
78841917.0,193.9786,195.31,191.97,197.57,191.5,1708664400000,923289,2024-02-23 05:00:00
111628616.0,198.8533,192.29,199.4,201.78,192.0,1708923600000,1169824,2024-02-26 05:00:00
108606912.0,201.4718,204.04,199.73,205.6,198.26,1709010000000,1131568,2024-02-27 05:00:00
99806173.0,202.5349,200.42,202.04,205.3,198.44,1709096400000,1027322,2024-02-28 05:00:00
85905374.0,201.4557,204.18,201.88,205.28,198.4463,1709182800000,943617,2024-02-29 05:00:00
82243119.0,201.584,200.52,202.64,204.52,198.5,1709269200000,952621,2024-03-01 05:00:00
134301269.0,190.507,198.73,188.14,199.75,186.72,1709528400000,1697685,2024-03-04 05:00:00
119597758.0,180.7223,183.05,180.74,184.59,177.57,1709614800000,1561606,2024-03-05 05:00:00
107869464.0,177.3458,179.99,176.54,181.576,173.7,1709701200000,1431860,2024-03-06 05:00:00
102129004.0,177.7535,174.35,178.65,180.04,173.7,1709787600000,1139995,2024-03-07 05:00:00
85544644.0,177.1599,181.5,175.34,182.73,174.7,1709874000000,1126763,2024-03-08 05:00:00
85241528.0,178.9257,175.445,177.77,182.87,174.8,1710129600000,1122686,2024-03-11 04:00:00
