v,vw,o,c,h,l,t,n,date
40073335.0,455.0431,452.845,457.51,459.35,448.99,1699246800000,519537,2023-11-06 05:00:00
34316547.0,458.9103,457.19,459.55,462.18,451.575,1699333200000,462231,2023-11-07 05:00:00
34671894.0,464.494,461.0,465.74,468.67,459.68,1699419600000,470042,2023-11-08 05:00:00
54034597.0,474.9618,474.67,469.5,482.3,467.5,1699506000000,707471,2023-11-09 05:00:00
42244156.0,479.7849,475.0,483.35,484.72,472.8301,1699592400000,568069,2023-11-10 05:00:00
38413370.0,487.2538,483.2,486.2,491.16,480.9901,1699851600000,570571,2023-11-13 05:00:00
41672587.0,495.3209,496.8,496.56,498.34,490.4001,1699938000000,605481,2023-11-14 05:00:00
47499735.0,490.0315,499.35,488.88,499.6,482.0,1700024400000,700223,2023-11-15 05:00:00
33975624.0,489.78,486.79,494.8,495.2469,483.3,1700110800000,488997,2023-11-16 05:00:00
32580091.0,493.6899,495.24,492.98,497.17,490.07,1700197200000,462813,2023-11-17 05:00:00
41614260.0,499.5692,493.12,504.09,505.48,491.8101,1700456400000,661917,2023-11-20 05:00:00
56572527.0,497.7385,501.26,499.44,505.17,492.22,1700542800000,855419,2023-11-21 05:00:00
89064233.0,488.0548,498.52,487.16,503.3494,476.9,1700629200000,1230999,2023-11-22 05:00:00
29464464.0,481.5336,484.7001,477.76,489.21,477.45,1700802000000,450795,2023-11-24 05:00:00
39558630.0,481.8389,478.0,482.42,485.3,476.52,1701061200000,551720,2023-11-27 05:00:00
40149085.0,478.1733,482.36,478.21,483.229,474.73,1701147600000,567433,2023-11-28 05:00:00
38200465.0,482.4101,483.79,481.4,487.62,478.6,1701234000000,491670,2023-11-29 05:00:00
52624663.0,469.674,480.24,467.7,481.1,464.22,1701320400000,677681,2023-11-30 05:00:00
36931701.0,467.4472,465.25,467.65,472.0,461.87,1701406800000,537777,2023-12-01 05:00:00
43754344.0,454.3637,460.77,455.1,460.77,450.1,1701666000000,689957,2023-12-04 05:00:00
37171762.0,461.5551,454.66,465.66,466.0,452.71,1701752400000,546191,2023-12-05 05:00:00
38058955.0,462.3594,472.145,455.03,473.87,454.12,1701838800000,544947,2023-12-06 05:00:00
35082255.0,462.7346,457.0,465.96,466.29,456.04,1701925200000,470830,2023-12-07 05:00:00
35922370.0,473.9267,465.95,475.06,477.4085,465.5,1702011600000,516810,2023-12-08 05:00:00
50972809.0,465.3257,474.91,466.27,475.31,458.3,1702270800000,699983,2023-12-11 05:00:00
37238686.0,471.4444,460.46,476.57,476.66,460.46,1702357200000,508848,2023-12-12 05:00:00
44779186.0,481.7821,476.29,480.88,485.94,476.08,1702443600000,575015,2023-12-13 05:00:00
39123174.0,481.291,483.9,483.5,486.7,474.22,1702530000000,557230,2023-12-14 05:00:00
47913358.0,489.4061,481.94,488.9,494.04,481.2,1702616400000,562039,2023-12-15 05:00:00
41108717.0,498.9677,494.0,500.77,504.3299,491.5,1702875600000,623083,2023-12-18 05:00:00
46444446.0,493.1479,494.24,496.04,497.0,488.95,1702962000000,640965,2023-12-19 05:00:00
39789439.0,491.7984,496.55,481.11,499.99,480.98,1703048400000,549005,2023-12-20 05:00:00
30034735.0,487.4423,488.11,489.9,490.95,484.19,1703134800000,430620,2023-12-21 05:00:00
25227676.0,489.7889,491.95,488.3,493.83,484.67,1703221200000,383376,2023-12-22 05:00:00
24314752.0,493.5692,489.68,492.79,496.0,489.6,1703566800000,353286,2023-12-26 05:00:00
23364798.0,493.5867,495.11,494.17,496.8,490.85,1703653200000,336998,2023-12-27 05:00:00
24658748.0,496.4234,496.43,495.22,498.8399,494.12,1703739600000,371343,2023-12-28 05:00:00
38869330.0,495.1947,498.13,495.22,499.97,487.51,1703826000000,520968,2023-12-29 05:00:00
41117022.0,480.6619,492.44,481.68,492.95,475.95,1704171600000,680131,2024-01-02 05:00:00
32082267.0,476.6772,474.85,475.69,481.841,473.2,1704258000000,493455,2024-01-03 05:00:00
30548939.0,480.8883,477.67,479.98,485.0,475.08,1704344400000,454824,2024-01-04 05:00:00
40957127.0,490.1917,484.62,490.97,495.47,483.0601,1704430800000,556255,2024-01-05 05:00:00
64250990.0,513.3745,495.12,522.53,522.75,494.79,1704690000000,946945,2024-01-08 05:00:00
77295926.0,531.1554,524.01,531.4,543.25,516.9,1704776400000,1005777,2024-01-09 05:00:00
53374976.0,541.6391,536.16,543.5,546.0,534.89,1704862800000,751756,2024-01-10 05:00:00
59673727.0,545.9977,549.99,548.22,553.46,535.6,1704949200000,814181,2024-01-11 05:00:00
35241880.0,546.7088,546.2,547.1,549.7,543.3008,1705035600000,487143,2024-01-12 05:00:00
44948613.0,561.2188,550.18,563.82,568.3499,549.0,1705381200000,686939,2024-01-16 05:00:00
47439444.0,556.7162,563.47,560.53,564.7068,547.4,1705467600000,665715,2024-01-17 05:00:00
49165036.0,570.7933,572.6,571.07,576.0,561.07,1705554000000,722052,2024-01-18 05:00:00
54330423.0,585.4086,579.89,594.91,595.0,572.25,1705640400000,807786,2024-01-19 05:00:00
45275383.0,597.7673,600.49,596.54,603.31,590.7,1705899600000,746831,2024-01-22 05:00:00
29457445.0,594.7246,595.7,598.73,599.1,585.85,1705986000000,506526,2024-01-23 05:00:00
56027064.0,617.1761,603.04,613.62,628.49,599.38,1706072400000,880162,2024-01-24 05:00:00
48255184.0,619.0524,623.5,616.17,627.19,608.5,1706158800000,772972,2024-01-25 05:00:00
38974259.0,611.5168,609.6,610.31,617.83,605.73,1706245200000,606908,2024-01-26 05:00:00
34870348.0,618.6457,612.32,624.65,624.89,609.07,1706504400000,565952,2024-01-29 05:00:00
41070905.0,628.5952,629.0,627.74,634.93,622.6,1706590800000,660018,2024-01-30 05:00:00
45379487.0,615.1075,614.4,615.27,622.6902,607.0,1706677200000,701640,2024-01-31 05:00:00
36914579.0,624.7174,621.0,630.27,631.91,616.5,1706763600000,599646,2024-02-01 05:00:00
47652765.0,656.0278,639.74,661.6,666.0,636.9,1706850000000,813525,2024-02-02 05:00:00
67984501.0,686.6057,682.25,693.32,694.97,672.05,1707109200000,1160226,2024-02-05 05:00:00
68301061.0,678.4747,696.3,682.23,697.5399,663.0,1707195600000,1223705,2024-02-06 05:00:00
49557455.0,692.666,683.19,700.99,702.2,676.0,1707282000000,839834,2024-02-07 05:00:00
40627741.0,700.9615,700.74,696.41,707.94,694.55,1707368400000,717943,2024-02-08 05:00:00
43613139.0,714.5601,705.33,721.33,721.85,702.12,1707454800000,773566,2024-02-09 05:00:00
61322238.0,728.8123,726.0,722.48,746.11,712.5,1707714000000,1078953,2024-02-12 05:00:00
60258015.0,719.6698,704.0,721.28,734.5,696.2,1707800400000,1062434,2024-02-13 05:00:00
50491742.0,732.4614,732.02,739.0,742.36,719.38,1707886800000,854412,2024-02-14 05:00:00
42001581.0,730.294,738.69,726.58,739.75,724.0,1707973200000,806554,2024-02-15 05:00:00
49516312.0,734.2828,741.0,726.13,744.02,725.01,1708059600000,898211,2024-02-16 05:00:00
70477460.0,690.5381,719.47,694.52,719.56,677.34,1708405200000,1568243,2024-02-20 05:00:00
69015507.0,683.511,680.06,674.72,688.88,662.48,1708491600000,1617868,2024-02-21 05:00:00
86503174.0,772.8241,750.25,785.38,785.75,742.2,1708578000000,1827499,2024-02-22 05:00:00
82931257.0,798.9555,807.9,788.17,823.94,775.7,1708664400000,1644220,2024-02-23 05:00:00
50321923.0,795.5853,797.0,790.92,806.4599,785.05,1708923600000,975732,2024-02-26 05:00:00
39152404.0,787.6553,793.81,787.01,794.8,771.62,1709010000000,758319,2024-02-27 05:00:00
39311040.0,779.5784,776.2,776.63,789.33,771.25,1709096400000,737984,2024-02-28 05:00:00
50728898.0,792.5643,790.94,791.12,799.9,783.5,1709182800000,764736,2024-02-29 05:00:00
47913510.0,813.6823,800.0,822.79,823.0,794.3503,1709269200000,975905,2024-03-01 05:00:00
61560895.0,857.2106,841.3,852.37,876.95,837.19,1709528400000,1323064,2024-03-04 05:00:00
51933270.0,849.8282,852.7,859.64,860.97,834.1701,1709614800000,1036769,2024-03-05 05:00:00
58047030.0,884.5127,880.22,887.0,897.24,870.3001,1709701200000,1116151,2024-03-06 05:00:00
60804716.0,916.1708,901.58,926.69,927.67,896.0201,1709787600000,1256061,2024-03-07 05:00:00
114224976.0,910.6548,951.379,875.28,974.0,865.06,1709874000000,2561401,2024-03-08 05:00:00
67833512.0,866.503,864.29,857.74,887.97,841.66,1710129600000,1494058,2024-03-11 04:00:00
