ds,y
2015-11-05,27.48610496520996
2015-11-06,27.517925262451172
2015-11-09,27.406551361083984
2015-11-10,26.542783737182617
2015-11-11,26.39275550842285
2015-11-12,26.304101943969727
2015-11-13,25.535799026489258
2015-11-16,25.954055786132812
2015-11-17,25.842670440673828
2015-11-18,26.660982131958008
2015-11-19,26.999666213989258
2015-11-20,27.11787223815918
2015-11-23,26.765541076660156
2015-11-24,27.02239418029785
2015-11-25,26.829193115234375
2015-11-27,26.779178619384766
2015-11-30,26.890560150146484
2015-12-01,26.672340393066406
2015-12-02,26.431398391723633
2015-12-03,26.185903549194336
2015-12-04,27.056499481201172
2015-12-07,26.886011123657227
2015-12-08,26.87465476989746
2015-12-09,26.2813777923584
2015-12-10,26.406387329101562
2015-12-11,25.726743698120117
2015-12-14,25.567625045776367
2015-12-15,25.11528205871582
2015-12-16,25.30849266052246
2015-12-17,24.772045135498047
2015-12-18,24.10148811340332
2015-12-21,24.396989822387695
2015-12-22,24.3742618560791
2015-12-23,24.68794059753418
2015-12-24,24.55609893798828
2015-12-28,24.281057357788086
2015-12-29,24.717487335205078
2015-12-30,24.39471435546875
2015-12-31,23.926456451416016
2016-01-04,23.946916580200195
2016-01-05,23.346826553344727
2016-01-06,22.889938354492188
2016-01-07,21.923871994018555
2016-01-08,22.039806365966797
2016-01-11,22.396671295166016
2016-01-12,22.721723556518555
2016-01-13,22.137544631958008
2016-01-14,22.621715545654297
2016-01-15,22.07844352722168
2016-01-19,21.971614837646484
2016-01-20,22.001157760620117
2016-01-21,21.889781951904297
2016-01-22,23.0535945892334
2016-01-25,22.60352897644043
2016-01-26,22.728544235229492
2016-01-27,21.23513412475586
2016-01-28,21.38742446899414
2016-01-29,22.12618064880371
2016-02-01,21.919330596923828
2016-02-02,21.47608184814453
2016-02-03,21.90114402770996
2016-02-04,22.07712745666504
2016-02-05,21.487483978271484
2016-02-08,21.713735580444336
2016-02-09,21.709169387817383
2016-02-10,21.54461669921875
2016-02-11,21.414342880249023
2016-02-12,21.480628967285156
2016-02-16,22.086261749267578
2016-02-17,22.424501419067383
2016-02-18,21.999418258666992
2016-02-19,21.949132919311523
2016-02-22,22.1411075592041
2016-02-23,21.640607833862305
2016-02-24,21.962852478027344
2016-02-25,22.11368751525879
2016-02-26,22.147972106933594
2016-02-29,22.097692489624023
2016-03-01,22.97528839111328
2016-03-02,23.025569915771484
2016-03-03,23.196969985961914
2016-03-04,23.54207420349121
2016-03-07,23.281536102294922
2016-03-08,23.08955955505371
2016-03-09,23.110124588012695
2016-03-10,23.121559143066406
2016-03-11,23.37066650390625
2016-03-14,23.430086135864258
2016-03-15,23.900882720947266
2016-03-16,24.218555450439453
2016-03-17,24.17970848083496
2016-03-18,24.20712661743164
2016-03-21,24.204843521118164
2016-03-22,24.389963150024414
2016-03-23,24.255117416381836
2016-03-24,24.149991989135742
2016-03-28,24.040294647216797
2016-03-29,24.609359741210938
2016-03-30,25.039018630981445
2016-03-31,24.908750534057617
2016-04-01,25.137300491333008
2016-04-04,25.395549774169922
2016-04-05,25.096153259277344
2016-04-06,25.358976364135742
2016-04-07,24.805908203125
2016-04-08,24.833332061767578
2016-04-11,24.91560935974121
2016-04-12,25.24013900756836
2016-04-13,25.605806350708008
2016-04-14,25.619516372680664
2016-04-15,25.10529899597168
2016-04-18,24.563657760620117
2016-04-19,24.433385848999023
2016-04-20,24.483665466308594
2016-04-21,24.218555450439453
2016-04-22,24.15228271484375
2016-04-25,24.015153884887695
2016-04-26,23.84832191467285
2016-04-27,22.355939865112305
2016-04-28,21.6726016998291
2016-04-29,21.423492431640625
2016-05-02,21.400638580322266
2016-05-03,21.752593994140625
2016-05-04,21.526334762573242
2016-05-05,21.438962936401367
2016-05-06,21.31940269470215
2016-05-09,21.335491180419922
2016-05-10,21.480348587036133
2016-05-11,21.271108627319336
2016-05-12,20.772153854370117
2016-05-13,20.813549041748047
2016-05-16,21.586116790771484
2016-05-17,21.496440887451172
2016-05-18,21.74247932434082
2016-05-19,21.659696578979492
2016-05-20,21.89423179626465
2016-05-23,22.17244529724121
2016-05-24,22.510448455810547
2016-05-25,22.905935287475586
2016-05-26,23.087581634521484
2016-05-27,23.07378578186035
2016-05-31,22.96112060546875
2016-06-01,22.63921356201172
2016-06-02,22.469057083129883
2016-06-03,22.51504898071289
2016-06-06,22.678298950195312
2016-06-07,22.770273208618164
2016-06-08,22.749574661254883
2016-06-09,22.912832260131836
2016-06-10,22.724292755126953
2016-06-13,22.381685256958008
2016-06-14,22.40927505493164
2016-06-15,22.335695266723633
2016-06-16,22.429975509643555
2016-06-17,21.91952133178711
2016-06-20,21.866634368896484
2016-06-21,22.05288314819336
2016-06-22,21.97011375427246
2016-06-23,22.09656524658203
2016-06-24,21.475753784179688
2016-06-27,21.163043975830078
2016-06-28,21.519437789916992
2016-06-29,21.7056827545166
2016-06-30,21.98160743713379
2016-07-01,22.048282623291016
2016-07-05,21.841344833374023
2016-07-06,21.965503692626953
2016-07-07,22.059785842895508
2016-07-08,22.229934692382812
2016-07-11,22.298906326293945
2016-07-12,22.40007972717285
2016-07-13,22.273622512817383
2016-07-14,22.715089797973633
2016-07-15,22.71278953552246
2016-07-18,22.954225540161133
2016-07-19,22.963422775268555
2016-07-20,22.984111785888672
2016-07-21,22.862245559692383
2016-07-22,22.685205459594727
2016-07-25,22.381685256958008
2016-07-26,22.227630615234375
2016-07-27,23.671613693237305
2016-07-28,23.99121856689453
2016-07-29,23.961326599121094
2016-08-01,24.384401321411133
2016-08-02,24.02341079711914
2016-08-03,24.32461929321289
2016-08-04,24.474891662597656
2016-08-05,24.847082138061523
2016-08-08,25.052841186523438
2016-08-09,25.154552459716797
2016-08-10,24.967294692993164
2016-08-11,24.951112747192383
2016-08-12,25.008913040161133
2016-08-15,25.309438705444336
2016-08-16,25.28632354736328
2016-08-17,25.249340057373047
2016-08-18,25.216968536376953
2016-08-19,25.28169822692871
2016-08-22,25.085201263427734
2016-08-23,25.163795471191406
2016-08-24,24.974231719970703
2016-08-25,24.867889404296875
2016-08-26,24.722253799438477
2016-08-29,24.694509506225586
2016-08-30,24.504940032958984
2016-08-31,24.528059005737305
2016-09-01,24.673696517944336
2016-09-02,24.904884338378906
2016-09-06,24.8979434967041
2016-09-07,25.05052375793457
2016-09-08,24.39397621154785
2016-09-09,23.841459274291992
2016-09-12,24.3754825592041
2016-09-13,24.95573616027832
2016-09-14,25.83884620666504
2016-09-15,26.717323303222656
2016-09-16,26.567052841186523
2016-09-19,26.257278442382812
2016-09-20,26.25496482849121
2016-09-21,26.25033950805664
2016-09-22,26.49770164489746
2016-09-23,26.056150436401367
2016-09-26,26.0954532623291
2016-09-27,26.143997192382812
2016-09-28,26.342805862426758
2016-09-29,25.933624267578125
2016-09-30,26.13475227355957
2016-10-03,26.01223373413086
2016-10-04,26.123191833496094
2016-10-05,26.13475227355957
2016-10-06,26.328941345214844
2016-10-07,26.368236541748047
2016-10-10,26.82828712463379
2016-10-11,26.886079788208008
2016-10-12,27.126506805419922
2016-10-13,27.04328155517578
2016-10-14,27.193546295166016
2016-10-17,27.17505645751953
2016-10-18,27.15656280517578
2016-10-19,27.07564353942871
2016-10-20,27.061779022216797
2016-10-21,26.95543098449707
2016-10-24,27.198169708251953
2016-10-25,27.336877822875977
2016-10-26,26.72194480895996
2016-10-27,26.46533966064453
2016-10-28,26.289648056030273
2016-10-31,26.248027801513672
2016-11-01,25.77411651611328
2016-11-02,25.79723358154297
2016-11-03,25.52071189880371
2016-11-04,25.290672302246094
2016-11-07,25.655492782592773
2016-11-08,25.8065185546875
2016-11-09,25.76469612121582
2016-11-10,25.04668617248535
2016-11-11,25.195404052734375
2016-11-14,24.563365936279297
2016-11-15,24.888675689697266
2016-11-16,25.55788803100586
2016-11-17,25.54859733581543
2016-11-18,25.57416343688965
2016-11-21,25.962209701538086
2016-11-22,25.978477478027344
2016-11-23,25.84602928161621
2016-11-25,25.97615623474121
2016-11-28,25.925031661987305
2016-11-29,25.899471282958984
2016-11-30,25.68104362487793
2016-12-01,25.441707611083984
2016-12-02,25.536983489990234
2016-12-05,25.353412628173828
2016-12-06,25.54859733581543
2016-12-07,25.7995548248291
2016-12-08,26.052825927734375
2016-12-09,26.478059768676758
2016-12-12,26.3270263671875
2016-12-13,26.766199111938477
2016-12-14,26.766199111938477
2016-12-15,26.91258430480957
2016-12-16,26.947439193725586
2016-12-19,27.103118896484375
2016-12-20,27.17515754699707
2016-12-21,27.20071792602539
2016-12-22,27.02179718017578
2016-12-23,27.075244903564453
2016-12-27,27.247194290161133
2016-12-28,27.13100814819336
2016-12-29,27.12403678894043
2016-12-30,26.91258430480957
2017-01-03,26.989267349243164
2017-01-04,26.959062576293945
2017-01-05,27.09615135192871
2017-01-06,27.398231506347656
2017-01-09,27.649185180664062
2017-01-10,27.677064895629883
2017-01-11,27.825780868530273
2017-01-12,27.7096004486084
2017-01-13,27.66080093383789
2017-01-17,27.883880615234375
2017-01-18,27.88154411315918
2017-01-19,27.832754135131836
2017-01-20,27.883880615234375
2017-01-23,27.9024600982666
2017-01-24,27.87690544128418
2017-01-25,28.32072639465332
2017-01-26,28.33466148376465
2017-01-27,28.336990356445312
2017-01-30,28.262632369995117
2017-01-31,28.197568893432617
2017-02-01,29.917078018188477
2017-02-02,29.865955352783203
2017-02-03,29.993749618530273
2017-02-06,30.274911880493164
2017-02-07,30.56304359436035
2017-02-08,30.68155860900879
2017-02-09,30.903257369995117
2017-02-10,30.833250045776367
2017-02-13,31.106294631958008
2017-02-14,31.51003646850586
2017-02-15,31.624380111694336
2017-02-16,31.5870418548584
2017-02-17,31.673391342163086
2017-02-21,31.902099609375
2017-02-22,31.997770309448242
2017-02-23,31.862428665161133
2017-02-24,31.89275550842285
2017-02-27,31.955766677856445
2017-02-28,31.969772338867188
2017-03-01,32.62322998046875
2017-03-02,32.42952346801758
2017-03-03,32.62089157104492
2017-03-06,32.5181999206543
2017-03-07,32.560203552246094
2017-03-08,32.43885803222656
2017-03-09,32.364166259765625
2017-03-10,32.47153091430664
2017-03-13,32.48552703857422
2017-03-14,32.43651580810547
2017-03-15,32.77957534790039
2017-03-16,32.8332633972168
2017-03-17,32.66989517211914
2017-03-20,33.01295852661133
2017-03-21,32.634883880615234
2017-03-22,33.00361633300781
2017-03-23,32.88692855834961
2017-03-24,32.82157516479492
2017-03-27,32.877601623535156
2017-03-28,33.55904769897461
2017-03-29,33.63371276855469
2017-03-30,33.589378356933594
2017-03-31,33.5263671875
2017-04-03,33.53571319580078
2017-04-04,33.785423278808594
2017-04-05,33.61037826538086
2017-04-06,33.5263671875
2017-04-07,33.451698303222656
2017-04-10,33.412025451660156
2017-04-11,33.0526237487793
2017-04-12,33.09229278564453
2017-04-13,32.917266845703125
2017-04-17,33.099308013916016
2017-04-18,32.9522705078125
2017-04-19,32.83092498779297
2017-04-20,33.24165725708008
2017-04-21,33.20198440551758
2017-04-24,33.52169418334961
2017-04-25,33.72941589355469
2017-04-26,33.531036376953125
2017-04-27,33.55671691894531
2017-04-28,33.524024963378906
2017-05-01,34.207828521728516
2017-05-02,34.42485809326172
2017-05-03,34.31983184814453
2017-05-04,34.1961555480957
2017-05-05,34.76325225830078
2017-05-08,35.70840835571289
2017-05-09,35.937110900878906
2017-05-10,35.766746520996094
2017-05-11,36.076072692871094
2017-05-12,36.57990264892578
2017-05-15,36.48616027832031
2017-05-16,36.432281494140625
2017-05-17,35.20903396606445
2017-05-18,35.745662689208984
2017-05-19,35.86752700805664
2017-05-22,36.085453033447266
2017-05-23,36.04092788696289
2017-05-24,35.933135986328125
2017-05-25,36.05733108520508
2017-05-26,35.99640655517578
2017-05-30,36.010459899902344
2017-05-31,35.797210693359375
2017-06-01,35.89563751220703
2017-06-02,36.427581787109375
2017-06-05,36.071388244628906
2017-06-06,36.19322967529297
2017-06-07,36.40883255004883
2017-06-08,36.31978988647461
2017-06-09,34.91141891479492
2017-06-12,34.07719039916992
2017-06-13,34.35136032104492
2017-06-14,34.01626968383789
2017-06-15,33.812381744384766
2017-06-16,33.339027404785156
2017-06-19,34.292781829833984
2017-06-20,33.98111343383789
2017-06-21,34.18263244628906
2017-06-22,34.12641143798828
2017-06-23,34.27871322631836
2017-06-26,34.170921325683594
2017-06-27,33.68115997314453
2017-06-28,34.17326354980469
2017-06-29,33.66944122314453
2017-06-30,33.749107360839844
2017-07-03,33.627262115478516
2017-07-05,33.7655143737793
2017-07-06,33.44681930541992
2017-07-07,33.78661346435547
2017-07-10,33.99283218383789
2017-07-11,34.10296630859375
2017-07-12,34.15217590332031
2017-07-13,34.62788009643555
2017-07-14,34.92549133300781
2017-07-17,35.047340393066406
2017-07-18,35.16919708251953
2017-07-19,35.38947296142578
2017-07-20,35.23011779785156
2017-07-21,35.213714599609375
2017-07-24,35.64020919799805
2017-07-25,35.79253005981445
2017-07-26,35.96126174926758
2017-07-27,35.28167724609375
2017-07-28,35.03327178955078
2017-07-31,34.852848052978516
2017-08-01,35.162166595458984
2017-08-02,36.82361602783203
2017-08-03,36.45570373535156
2017-08-04,36.64785385131836
2017-08-07,37.21495056152344
2017-08-08,37.51255416870117
2017-08-09,37.742218017578125
2017-08-10,36.5400505065918
2017-08-11,37.04821014404297
2017-08-14,37.605770111083984
2017-08-15,38.01746368408203
2017-08-16,37.864540100097656
2017-08-17,37.13760757446289
2017-08-18,37.05291748046875
2017-08-21,36.98469543457031
2017-08-22,37.58929443359375
2017-08-23,37.636348724365234
2017-08-24,37.46931838989258
2017-08-25,37.608123779296875
2017-08-28,37.98687744140625
2017-08-29,38.325653076171875
2017-08-30,38.42915725708008
2017-08-31,38.58208084106445
2017-09-01,38.59383010864258
2017-09-05,38.13037109375
2017-09-06,38.09040069580078
2017-09-07,37.93746566772461
2017-09-08,37.31874465942383
2017-09-11,37.99393081665039
2017-09-12,37.84336471557617
2017-09-13,37.5587043762207
2017-09-14,37.23641586303711
2017-09-15,37.612823486328125
2017-09-18,37.32815170288086
2017-09-19,37.34227752685547
2017-09-20,36.716495513916016
2017-09-21,36.08599853515625
2017-09-22,35.733123779296875
2017-09-25,35.41788101196289
2017-09-26,36.027183532714844
2017-09-27,36.28361511230469
2017-09-28,36.06012725830078
2017-09-29,36.25774002075195
2017-10-02,36.184810638427734
2017-10-03,36.34244155883789
2017-10-04,36.10716247558594
2017-10-05,36.55651092529297
2017-10-06,36.53533172607422
2017-10-09,36.66238021850586
2017-10-10,36.67649841308594
2017-10-11,36.82941436767578
2017-10-12,36.70002746582031
2017-10-13,36.932926177978516
2017-10-16,37.612823486328125
2017-10-17,37.75161361694336
2017-10-18,37.584590911865234
2017-10-19,36.6953125
2017-10-20,36.75883483886719
2017-10-23,36.740020751953125
2017-10-24,36.958805084228516
2017-10-25,36.796470642089844
2017-10-26,37.031742095947266
2017-10-27,38.358585357666016
2017-10-30,39.221981048583984
2017-10-31,39.767765045166016
2017-11-01,39.261962890625
2017-11-02,39.54897689819336
2017-11-03,40.581764221191406
2017-11-06,40.993446350097656
2017-11-07,41.12519454956055
2017-11-08,41.46161651611328
2017-11-09,41.37692642211914
2017-11-10,41.23997116088867
2017-11-13,41.074703216552734
2017-11-14,40.45375442504883
2017-11-15,39.92017364501953
2017-11-16,40.397098541259766
2017-11-17,40.17280197143555
2017-11-20,40.13265609741211
2017-11-21,40.878753662109375
2017-11-22,41.30846405029297
2017-11-24,41.31082534790039
2017-11-27,41.10304260253906
2017-11-28,40.86222457885742
2017-11-29,40.01461410522461
2017-11-30,40.574180603027344
2017-12-01,40.385292053222656
2017-12-04,40.09015655517578
2017-12-05,40.052398681640625
2017-12-06,39.90364074707031
2017-12-07,39.976844787597656
2017-12-08,39.9886360168457
2017-12-11,40.76777267456055
2017-12-12,40.53876495361328
2017-12-13,40.67333221435547
2017-12-14,40.66154098510742
2017-12-15,41.074703216552734
2017-12-18,41.653160095214844
2017-12-19,41.209293365478516
2017-12-20,41.1644401550293
2017-12-21,41.32025146484375
2017-12-22,41.32025146484375
2017-12-26,40.2719612121582
2017-12-27,40.279052734375
2017-12-28,40.39237594604492
2017-12-29,39.95559310913086
2018-01-02,40.67095947265625
2018-01-03,40.66389083862305
2018-01-04,40.85277557373047
2018-01-05,41.317893981933594
2018-01-08,41.1644401550293
2018-01-09,41.15971374511719
2018-01-10,41.1502571105957
2018-01-11,41.383995056152344
2018-01-12,41.81134796142578
2018-01-16,41.59885787963867
2018-01-17,42.285919189453125
2018-01-18,42.32368850708008
2018-01-19,42.13481521606445
2018-01-22,41.79010009765625
2018-01-23,41.79954528808594
2018-01-24,41.13373947143555
2018-01-25,40.39945602416992
2018-01-26,40.493900299072266
2018-01-29,39.65574264526367
2018-01-30,39.4219970703125
2018-01-31,39.53059768676758
2018-02-01,39.61323547363281
2018-02-02,37.89441680908203
2018-02-05,36.94765090942383
2018-02-06,38.49175262451172
2018-02-07,37.667755126953125
2018-02-08,36.63127136230469
2018-02-09,37.079315185546875
2018-02-12,38.57283401489258
2018-02-13,38.95923614501953
2018-02-14,39.677547454833984
2018-02-15,41.00986099243164
2018-02-16,40.87709426879883
2018-02-20,40.73960494995117
2018-02-21,40.55469512939453
2018-02-22,40.893699645996094
2018-02-23,41.604888916015625
2018-02-26,42.42750549316406
2018-02-27,42.290008544921875
2018-02-28,42.22599792480469
2018-03-01,41.486351013183594
2018-03-02,41.77320098876953
2018-03-05,41.91780471801758
2018-03-06,41.882259368896484
2018-03-07,41.49346160888672
2018-03-08,41.94625473022461
2018-03-09,42.66693878173828
2018-03-12,43.079429626464844
2018-03-13,42.664573669433594
2018-03-14,42.30186080932617
2018-03-15,42.35165023803711
2018-03-16,42.202293395996094
2018-03-19,41.55747604370117
2018-03-20,41.54325866699219
2018-03-21,40.60210418701172
2018-03-22,40.028411865234375
2018-03-23,39.10148239135742
2018-03-26,40.95770263671875
2018-03-27,39.90751266479492
2018-03-28,39.4665641784668
2018-03-29,39.774742126464844
2018-04-02,39.51396942138672
2018-04-03,39.91935348510742
2018-04-04,40.682701110839844
2018-04-05,40.96481704711914
2018-04-06,39.91698455810547
2018-04-09,40.312896728515625
2018-04-10,41.07148742675781
2018-04-11,40.87947082519531
2018-04-12,41.2824821472168
2018-04-13,41.42234420776367
2018-04-16,41.680747985839844
2018-04-17,42.254451751708984
2018-04-18,42.15962219238281
2018-04-19,40.96481704711914
2018-04-20,39.28639602661133
2018-04-23,39.172607421875
2018-04-24,38.627349853515625
2018-04-25,38.79566955566406
2018-04-26,38.930789947509766
2018-04-27,38.48038864135742
2018-04-30,39.177330017089844
2018-05-01,40.08767318725586
2018-05-02,41.85854721069336
2018-05-03,41.93439865112305
2018-05-04,43.57963943481445
2018-05-07,43.89494323730469
2018-05-08,44.105926513671875
2018-05-09,44.41647720336914
2018-05-10,45.05180740356445
2018-05-11,44.88047409057617
2018-05-14,44.77576446533203
2018-05-15,44.36882019042969
2018-05-16,44.78288269042969
2018-05-17,44.499698638916016
2018-05-18,44.33787536621094
2018-05-21,44.652000427246094
2018-05-22,44.5401611328125
2018-05-23,44.82573318481445
2018-05-24,44.77576446533203
2018-05-25,44.878089904785156
2018-05-29,44.71625518798828
2018-05-30,44.62107467651367
2018-05-31,44.471134185791016
2018-06-01,45.27313232421875
2018-06-04,45.651519775390625
2018-06-05,46.003726959228516
2018-06-06,46.16317367553711
2018-06-07,46.039424896240234
2018-06-08,45.620582580566406
2018-06-11,45.508731842041016
2018-06-12,45.758602142333984
2018-06-13,45.38260269165039
2018-06-14,45.406402587890625
2018-06-15,44.93996047973633
2018-06-18,44.91615676879883
2018-06-19,44.19032287597656
2018-06-20,44.38309097290039
2018-06-21,44.135589599609375
2018-06-22,44.007080078125
2018-06-25,43.35264205932617
2018-06-26,43.89046859741211
2018-06-27,43.826229095458984
2018-06-28,44.145118713378906
2018-06-29,44.05229568481445
2018-07-02,44.544918060302734
2018-07-03,43.769100189208984
2018-07-05,44.121307373046875
2018-07-06,44.73291778564453
2018-07-09,45.35403823852539
2018-07-10,45.299312591552734
2018-07-11,44.71150207519531
2018-07-12,45.46113586425781
2018-07-13,45.53253173828125
2018-07-16,45.432586669921875
2018-07-17,45.56108474731445
2018-07-18,45.31120681762695
2018-07-19,45.66341781616211
2018-07-20,45.5587158203125
2018-07-23,45.59916687011719
2018-07-24,45.92995071411133
2018-07-25,46.36308288574219
2018-07-26,46.2179069519043
2018-07-27,45.44924545288086
2018-07-30,45.19459915161133
2018-07-31,45.28504180908203
2018-08-01,47.95277786254883
2018-08-02,49.354469299316406
2018-08-03,49.49726104736328
2018-08-06,49.7542724609375
2018-08-07,49.2878303527832
2018-08-08,49.32115936279297
2018-08-09,49.70906066894531
2018-08-10,49.56098937988281
2018-08-13,49.88100814819336
2018-08-14,50.09116744995117
2018-08-15,50.20817947387695
2018-08-16,50.94373321533203
2018-08-17,51.96107482910156
2018-08-20,51.45479202270508
2018-08-21,51.3544921875
2018-08-22,51.35688018798828
2018-08-23,51.46196365356445
2018-08-24,51.62196350097656
2018-08-27,52.04705047607422
2018-08-28,52.46736526489258
2018-08-29,53.25067138671875
2018-08-30,53.740238189697266
2018-08-31,54.36115646362305
2018-09-04,54.53548812866211
2018-09-05,54.179649353027344
2018-09-06,53.279327392578125
2018-09-07,52.84946823120117
2018-09-10,52.14017868041992
2018-09-11,53.45844268798828
2018-09-12,52.79453659057617
2018-09-13,54.06980514526367
2018-09-14,53.4560546875
